Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 10; Spieltag 5; FSV Mainz 05;2;1; Hertha
Saison 10; Spieltag 5; Freiburg;0;2; Frankfurt
Saison 10; Spieltag 5; Hoffenheim;3;0; Bochum
Saison 10; Spieltag 5; Dortmund;1;5; Bayern
Saison 10; Spieltag 5; Hamburg;3;1; VfB Stuttgart
Saison 10; Spieltag 5; Wolfsburg;2;3; Leverkusen
Saison 10; Spieltag 5; Bremen;0;0; Hannover
Saison 10; Spieltag 5; 1. FC Koeln;1;2; Schalke
Saison 10; Spieltag 6; Schalke;1;2; Wolfsburg
Saison 10; Spieltag 6; Bochum;2;3; FSV Mainz 05
Saison 10; Spieltag 6; Gladbach;2;4; Hoffenheim
Saison 10; Spieltag 6; VfB Stuttgart;0;2; 1. FC Koeln
Saison 10; Spieltag 6; Bayern;2;1; Nuernberg
Saison 10; Spieltag 6; Hannover;1;1; Dortmund
Saison 10; Spieltag 6; Frankfurt;1;1; Hamburg
Saison 10; Spieltag 6; Leverkusen;0;0; Bremen
Saison 10; Spieltag 6; Hertha;0;4; Freiburg
Saison 10; Spieltag 7; Nuernberg;0;1; Bochum
Saison 10; Spieltag 7; Frankfurt;0;3; VfB Stuttgart
Saison 10; Spieltag 7; 1. FC Koeln;0;1; Leverkusen
Saison 10; Spieltag 7; Bremen;3;0; FSV Mainz 05
Saison 10; Spieltag 7; Dortmund;0;1; Schalke
Saison 10; Spieltag 7; Hamburg;1;0; Bayern
Saison 10; Spieltag 7; Wolfsburg;4;2; Hannover
Saison 10; Spieltag 7; Hoffenheim;5;1; Hertha
Saison 10; Spieltag 7; Freiburg;3;0; Gladbach
Saison 10; Spieltag 8; Schalke;2;0; Frankfurt
Saison 10; Spieltag 8; Bochum;1;1; Wolfsburg
Saison 10; Spieltag 8; Gladbach;0;1; Dortmund
Saison 10; Spieltag 8; FSV Mainz 05;2;1; Hoffenheim
Saison 10; Spieltag 8; Hannover;5;2; Freiburg
Saison 10; Spieltag 8; Leverkusen;4;0; Nuernberg
Saison 10; Spieltag 8; Bayern;0;0; 1. FC Koeln
Saison 10; Spieltag 8; Hertha;1;3; Hamburg
Saison 10; Spieltag 8; VfB Stuttgart;0;2; Bremen
Saison 10; Spieltag 9; Nuernberg;3;0; Hertha
Saison 10; Spieltag 9; Freiburg;1;2; Bayern
Saison 10; Spieltag 9; Frankfurt;2;1; Hannover
Saison 10; Spieltag 9; 1. FC Koeln;1;0; FSV Mainz 05
Saison 10; Spieltag 9; Bremen;2;0; Hoffenheim
Saison 10; Spieltag 9; Hamburg;0;0; Leverkusen
Saison 10; Spieltag 9; VfB Stuttgart;1;2; Schalke
Saison 10; Spieltag 9; Dortmund;2;0; Bochum
Saison 10; Spieltag 9; Wolfsburg;2;1; Gladbach
Saison 10; Spieltag 10; Leverkusen;1;1; Dortmund
Saison 10; Spieltag 10; Gladbach;0;0; 1. FC Koeln
Saison 10; Spieltag 10; Hoffenheim;3;0; Nuernberg
Saison 10; Spieltag 10; FSV Mainz 05;3;0; Freiburg
Saison 10; Spieltag 10; Bayern;2;1; Frankfurt
Saison 10; Spieltag 10; Hannover;1;0; VfB Stuttgart
Saison 10; Spieltag 10; Hertha;0;0; Wolfsburg
Saison 10; Spieltag 10; Bochum;1;4; Bremen
Saison 10; Spieltag 10; Schalke;3;3; Hamburg
Saison 10; Spieltag 11; Dortmund;2;0; Hertha
Saison 10; Spieltag 11; Nuernberg;2;2; Bremen
Saison 10; Spieltag 11; 1. FC Koeln;0;1; Hannover
Saison 10; Spieltag 11; Schalke;2;2; Leverkusen
Saison 10; Spieltag 11; Hamburg;2;3; Gladbach
Saison 10; Spieltag 11; VfB Stuttgart;0;0; Bayern
Saison 10; Spieltag 11; Wolfsburg;3;3; FSV Mainz 05
Saison 10; Spieltag 11; Frankfurt;2;1; Bochum
Saison 10; Spieltag 11; Freiburg;0;1; Hoffenheim
Saison 10; Spieltag 12; Leverkusen;4;0; Frankfurt
Saison 10; Spieltag 12; FSV Mainz 05;1;0; Nuernberg
Saison 10; Spieltag 12; Gladbach;0;0; VfB Stuttgart
Saison 10; Spieltag 12; Bochum;1;2; Freiburg
Saison 10; Spieltag 12; Hoffenheim;1;2; Wolfsburg
Saison 10; Spieltag 12; Bayern;1;1; Schalke
Saison 10; Spieltag 12; Bremen;1;1; Dortmund
Saison 10; Spieltag 12; Hannover;2;2; Hamburg
Saison 10; Spieltag 12; Hertha;0;1; 1. FC Koeln
Saison 10; Spieltag 13; Freiburg;0;6; Bremen
Saison 10; Spieltag 13; Frankfurt;1;2; Gladbach
Saison 10; Spieltag 13; 1. FC Koeln;0;4; Hoffenheim
Saison 10; Spieltag 13; Schalke;2;0; Hannover
Saison 10; Spieltag 13; Dortmund;0;0; FSV Mainz 05
Saison 10; Spieltag 13; VfB Stuttgart;1;1; Hertha
Saison 10; Spieltag 13; Wolfsburg;2;3; Nuernberg
Saison 10; Spieltag 13; Hamburg;0;1; Bochum
Saison 10; Spieltag 13; Bayern;1;1; Leverkusen
Saison 10; Spieltag 14; Bochum;0;0; 1. FC Koeln
Saison 10; Spieltag 14; Nuernberg;0;1; Freiburg
Saison 10; Spieltag 14; FSV Mainz 05;1;1; Hamburg
Saison 10; Spieltag 14; Gladbach;1;0; Schalke
Saison 10; Spieltag 14; Bremen;2;2; Wolfsburg
Saison 10; Spieltag 14; Hoffenheim;1;2; Dortmund
Saison 10; Spieltag 14; Hertha;1;3; Frankfurt
Saison 10; Spieltag 14; Hannover;0;3; Bayern
Saison 10; Spieltag 14; Leverkusen;4;0; VfB Stuttgart
Saison 10; Spieltag 15; Bayern;2;1; Gladbach
Saison 10; Spieltag 15; Frankfurt;2;0; FSV Mainz 05
Saison 10; Spieltag 15; Hannover;0;0; Leverkusen
Saison 10; Spieltag 15; Dortmund;4;0; Nuernberg
Saison 10; Spieltag 15; Hamburg;0;0; Hoffenheim
Saison 10; Spieltag 15; VfB Stuttgart;1;1; Bochum
Saison 10; Spieltag 15; Wolfsburg;2;2; Freiburg
Saison 10; Spieltag 15; Schalke;2;0; Hertha
Saison 10; Spieltag 15; 1. FC Koeln;0;0; Bremen
Saison 10; Spieltag 16; Hertha;2;2; Leverkusen
Saison 10; Spieltag 16; Nuernberg;0;4; Hamburg
Saison 10; Spieltag 16; Freiburg;0;0; 1. FC Koeln
Saison 10; Spieltag 16; Gladbach;5;3; Hannover
Saison 10; Spieltag 16; Bochum;1;5; Bayern
Saison 10; Spieltag 16; Bremen;0;2; Schalke
Saison 10; Spieltag 16; Hoffenheim;1;1; Frankfurt
Saison 10; Spieltag 16; FSV Mainz 05;1;1; VfB Stuttgart
Saison 10; Spieltag 16; Wolfsburg;1;3; Dortmund
Saison 10; Spieltag 17; Schalke;1;0; FSV Mainz 05
Saison 10; Spieltag 17; VfB Stuttgart;3;1; Hoffenheim
Saison 10; Spieltag 17; Frankfurt;2;2; Wolfsburg
Saison 10; Spieltag 17; Dortmund;1;0; Freiburg
Saison 10; Spieltag 17; Bayern;5;2; Hertha
Saison 10; Spieltag 17; Leverkusen;3;2; Gladbach
Saison 10; Spieltag 17; Hannover;2;3; Bochum
Saison 10; Spieltag 17; 1. FC Koeln;3;0; Nuernberg
Saison 10; Spieltag 17; Hamburg;2;1; Bremen
Saison 10; Spieltag 18; Bayern;2;0; Hoffenheim
Saison 10; Spieltag 18; Gladbach;1;2; Bochum
Saison 10; Spieltag 18; Leverkusen;4;2; FSV Mainz 05
Saison 10; Spieltag 18; Hannover;0;3; Hertha
Saison 10; Spieltag 18; Frankfurt;1;0; Bremen
Saison 10; Spieltag 18; Hamburg;2;0; Freiburg
Saison 10; Spieltag 18; VfB Stuttgart;3;1; Wolfsburg
Saison 10; Spieltag 18; Schalke;1;0; Nuernberg
Saison 10; Spieltag 18; 1. FC Koeln;2;3; Dortmund
Saison 10; Spieltag 19; Freiburg;0;1; VfB Stuttgart
Saison 10; Spieltag 19; Bremen;2;3; Bayern
Saison 10; Spieltag 19; Dortmund;1;0; Hamburg
Saison 10; Spieltag 19; Bochum;2;2; Schalke
Saison 10; Spieltag 19; Hertha;0;0; Gladbach
Saison 10; Spieltag 19; FSV Mainz 05;1;0; Hannover
Saison 10; Spieltag 19; Nuernberg;1;1; Frankfurt
Saison 10; Spieltag 19; Wolfsburg;2;3; 1. FC Koeln
Saison 10; Spieltag 19; Hoffenheim;0;3; Leverkusen
Saison 10; Spieltag 20; Hamburg;1;1; Wolfsburg
Saison 10; Spieltag 20; Hannover;1;3; Nuernberg
Saison 10; Spieltag 20; Schalke;2;0; Hoffenheim
Saison 10; Spieltag 20; Gladbach;4;3; Bremen
Saison 10; Spieltag 20; Frankfurt;1;2; 1. FC Koeln
Saison 10; Spieltag 20; Hertha;0;0; Bochum
Saison 10; Spieltag 20; Bayern;3;0; FSV Mainz 05
Saison 10; Spieltag 20; Leverkusen;3;1; Freiburg
Saison 10; Spieltag 20; VfB Stuttgart;4;1; Dortmund
Saison 10; Spieltag 21; Bremen;2;1; Hertha
Saison 10; Spieltag 21; Hoffenheim;2;1; Hannover
Saison 10; Spieltag 21; Bochum;1;1; Leverkusen
Saison 10; Spieltag 21; Freiburg;0;0; Schalke
Saison 10; Spieltag 21; 1. FC Koeln;3;3; Hamburg
Saison 10; Spieltag 21; Nuernberg;1;2; VfB Stuttgart
Saison 10; Spieltag 21; Wolfsburg;1;3; Bayern
Saison 10; Spieltag 21; FSV Mainz 05;1;0; Gladbach
Saison 10; Spieltag 21; Dortmund;2;3; Frankfurt
Saison 10; Spieltag 22; Gladbach;2;1; Nuernberg
Saison 10; Spieltag 22; Leverkusen;2;1; Wolfsburg
Saison 10; Spieltag 22; VfB Stuttgart;1;3; Hamburg
Saison 10; Spieltag 22; Bayern;3;1; Dortmund
Saison 10; Spieltag 22; Bochum;2;1; Hoffenheim
Saison 10; Spieltag 22; Hannover;1;5; Bremen
Saison 10; Spieltag 22; Hertha;1;1; FSV Mainz 05
Saison 10; Spieltag 22; Frankfurt;2;1; Freiburg
Saison 10; Spieltag 22; Schalke;2;0; 1. FC Koeln
Saison 10; Spieltag 23; Hoffenheim;2;2; Gladbach
Saison 10; Spieltag 23; FSV Mainz 05;0;0; Bochum
Saison 10; Spieltag 23; Hamburg;0;0; Frankfurt
Saison 10; Spieltag 23; Dortmund;4;1; Hannover
Saison 10; Spieltag 23; 1. FC Koeln;1;5; VfB Stuttgart
Saison 10; Spieltag 23; Nuernberg;1;1; Bayern
Saison 10; Spieltag 23; Bremen;2;2; Leverkusen
Saison 10; Spieltag 23; Wolfsburg;2;1; Schalke
Saison 10; Spieltag 23; Freiburg;0;3; Hertha
Saison 10; Spieltag 24; Schalke;2;1; Dortmund
Saison 10; Spieltag 24; VfB Stuttgart;2;1; Frankfurt
Saison 10; Spieltag 24; Gladbach;1;1; Freiburg
Saison 10; Spieltag 24; Bochum;0;0; Nuernberg
Saison 10; Spieltag 24; Leverkusen;0;0; 1. FC Koeln
Saison 10; Spieltag 24; FSV Mainz 05;1;2; Bremen
Saison 10; Spieltag 24; Hertha;0;2; Hoffenheim
Saison 10; Spieltag 24; Bayern;1;0; Hamburg
Saison 10; Spieltag 24; Hannover;0;1; Wolfsburg
Saison 10; Spieltag 25; Dortmund;3;0; Gladbach
Saison 10; Spieltag 25; Wolfsburg;4;1; Bochum
Saison 10; Spieltag 25; Freiburg;1;2; Hannover
Saison 10; Spieltag 25; Frankfurt;1;4; Schalke
Saison 10; Spieltag 25; Hamburg;1;0; Hertha
Saison 10; Spieltag 25; Bremen;2;2; VfB Stuttgart
Saison 10; Spieltag 25; 1. FC Koeln;1;1; Bayern
Saison 10; Spieltag 25; Nuernberg;3;2; Leverkusen
Saison 10; Spieltag 25; Hoffenheim;0;1; FSV Mainz 05
Saison 10; Spieltag 26; Schalke;2;1; VfB Stuttgart
Saison 10; Spieltag 26; Hannover;2;1; Frankfurt
Saison 10; Spieltag 26; Bayern;2;1; Freiburg
Saison 10; Spieltag 26; Hertha;1;2; Nuernberg
Saison 10; Spieltag 26; FSV Mainz 05;1;0; 1. FC Koeln
Saison 10; Spieltag 26; Bochum;1;4; Dortmund
Saison 10; Spieltag 26; Gladbach;0;4; Wolfsburg
Saison 10; Spieltag 26; Hoffenheim;0;1; Bremen
Saison 10; Spieltag 26; Leverkusen;4;2; Hamburg
Saison 10; Spieltag 27; 1. FC Koeln;1;1; Gladbach
Saison 10; Spieltag 27; Freiburg;1;0; FSV Mainz 05
Saison 10; Spieltag 27; Bremen;3;2; Bochum
Saison 10; Spieltag 27; VfB Stuttgart;2;0; Hannover
Saison 10; Spieltag 27; Dortmund;3;0; Leverkusen
Saison 10; Spieltag 27; Nuernberg;0;0; Hoffenheim
Saison 10; Spieltag 27; Frankfurt;2;1; Bayern
Saison 10; Spieltag 27; Hamburg;2;2; Schalke
Saison 10; Spieltag 27; Wolfsburg;1;5; Hertha
Saison 10; Spieltag 28; Bochum;1;2; Frankfurt
Saison 10; Spieltag 28; Bremen;4;2; Nuernberg
Saison 10; Spieltag 28; Hannover;1;4; 1. FC Koeln
Saison 10; Spieltag 28; Leverkusen;0;2; Schalke
Saison 10; Spieltag 28; Hertha;0;0; Dortmund
Saison 10; Spieltag 28; Bayern;1;2; VfB Stuttgart
Saison 10; Spieltag 28; FSV Mainz 05;0;2; Wolfsburg
Saison 10; Spieltag 28; Gladbach;1;0; Hamburg
Saison 10; Spieltag 28; Hoffenheim;1;1; Freiburg
Saison 10; Spieltag 29; VfB Stuttgart;2;1; Gladbach
Saison 10; Spieltag 29; Dortmund;2;1; Bremen
Saison 10; Spieltag 29; Frankfurt;3;2; Leverkusen
Saison 10; Spieltag 29; Nuernberg;2;0; FSV Mainz 05
Saison 10; Spieltag 29; 1. FC Koeln;0;3; Hertha
Saison 10; Spieltag 29; Schalke;1;2; Bayern
Saison 10; Spieltag 29; Freiburg;1;1; Bochum
Saison 10; Spieltag 29; Hamburg;0;0; Hannover
Saison 10; Spieltag 29; Wolfsburg;4;0; Hoffenheim
Saison 10; Spieltag 30; Gladbach;2;0; Frankfurt
Saison 10; Spieltag 30; Leverkusen;1;1; Bayern
Saison 10; Spieltag 30; Hertha;0;1; VfB Stuttgart
Saison 10; Spieltag 30; Bremen;4;0; Freiburg
Saison 10; Spieltag 30; FSV Mainz 05;1;0; Dortmund
Saison 10; Spieltag 30; Hannover;4;2; Schalke
Saison 10; Spieltag 30; Hoffenheim;0;2; 1. FC Koeln
Saison 10; Spieltag 30; Nuernberg;0;2; Wolfsburg
Saison 10; Spieltag 30; Bochum;1;2; Hamburg
Saison 10; Spieltag 31; 1. FC Koeln;2;0; Bochum
Saison 10; Spieltag 31; Freiburg;2;1; Nuernberg
Saison 10; Spieltag 31; Hamburg;0;1; FSV Mainz 05
Saison 10; Spieltag 31; Schalke;3;1; Gladbach
Saison 10; Spieltag 31; Bayern;7;0; Hannover
Saison 10; Spieltag 31; Wolfsburg;2;4; Bremen
Saison 10; Spieltag 31; VfB Stuttgart;2;1; Leverkusen
Saison 10; Spieltag 31; Dortmund;1;1; Hoffenheim
Saison 10; Spieltag 31; Frankfurt;2;2; Hertha
Saison 10; Spieltag 32; Bochum;0;2; VfB Stuttgart
Saison 10; Spieltag 32; Bremen;1;0; 1. FC Koeln
Saison 10; Spieltag 32; Nuernberg;2;3; Dortmund
Saison 10; Spieltag 32; FSV Mainz 05;3;3; Frankfurt
Saison 10; Spieltag 32; Gladbach;1;1; Bayern
Saison 10; Spieltag 32; Hertha;0;1; Schalke
Saison 10; Spieltag 32; Leverkusen;3;0; Hannover
Saison 10; Spieltag 32; Freiburg;1;0; Wolfsburg
Saison 10; Spieltag 32; Hoffenheim;5;1; Hamburg
Saison 10; Spieltag 33; Hamburg;4;0; Nuernberg
Saison 10; Spieltag 33; VfB Stuttgart;2;2; FSV Mainz 05
Saison 10; Spieltag 33; 1. FC Koeln;2;2; Freiburg
Saison 10; Spieltag 33; Hannover;6;1; Gladbach
Saison 10; Spieltag 33; Bayern;3;1; Bochum
Saison 10; Spieltag 33; Schalke;0;2; Bremen
Saison 10; Spieltag 33; Frankfurt;1;2; Hoffenheim
Saison 10; Spieltag 33; Leverkusen;1;1; Hertha
Saison 10; Spieltag 33; Dortmund;1;1; Wolfsburg
Saison 10; Spieltag 34; Nuernberg;1;0; 1. FC Koeln
Saison 10; Spieltag 34; Bochum;0;3; Hannover
Saison 10; Spieltag 34; Gladbach;1;1; Leverkusen
Saison 10; Spieltag 34; FSV Mainz 05;0;0; Schalke
Saison 10; Spieltag 34; Freiburg;3;1; Dortmund
Saison 10; Spieltag 34; Bremen;1;1; Hamburg
Saison 10; Spieltag 34; Hoffenheim;1;1; VfB Stuttgart
Saison 10; Spieltag 34; Hertha;1;3; Bayern
Saison 10; Spieltag 34; Wolfsburg;3;1; Frankfurt
Saison 11; Spieltag 1; Bayern;2;1; Wolfsburg
Saison 11; Spieltag 1; Freiburg;1;3; Pauli
Saison 11; Spieltag 1; Hannover;2;1; Frankfurt
Saison 11; Spieltag 1; 1. FC Koeln;1;3; Kaiserslautern
Saison 11; Spieltag 1; Gladbach;1;1; Nuernberg
Saison 11; Spieltag 1; Hoffenheim;4;1; Bremen
Saison 11; Spieltag 1; Hamburg;2;1; Schalke
Saison 11; Spieltag 1; Mainz;2;0; VfB Stuttgart
Saison 11; Spieltag 1; Dortmund;0;2; Leverkusen
Saison 11; Spieltag 2; Kaiserslautern;2;0; Bayern
Saison 11; Spieltag 2; Nuernberg;1;2; Freiburg
Saison 11; Spieltag 2; Pauli;0;1; Hoffenheim
Saison 11; Spieltag 2; Schalke;1;2; Hannover
Saison 11; Spieltag 2; Frankfurt;1;3; Hamburg
Saison 11; Spieltag 2; Wolfsburg;3;4; Mainz
Saison 11; Spieltag 2; Bremen;4;2; 1. FC Koeln
Saison 11; Spieltag 2; VfB Stuttgart;1;3; Dortmund
Saison 11; Spieltag 2; Leverkusen;3;6; Gladbach
Saison 11; Spieltag 3; Hoffenheim;2;0; Schalke
Saison 11; Spieltag 3; Dortmund;2;0; Wolfsburg
Saison 11; Spieltag 3; Bayern;0;0; Bremen
Saison 11; Spieltag 3; Hannover;2;2; Leverkusen
Saison 11; Spieltag 3; Freiburg;2;1; VfB Stuttgart
Saison 11; Spieltag 3; Gladbach;0;4; Frankfurt
Saison 11; Spieltag 3; Hamburg;1;1; Nuernberg
Saison 11; Spieltag 3; 1. FC Koeln;1;0; Pauli
Saison 11; Spieltag 3; Mainz;2;1; Kaiserslautern
Saison 11; Spieltag 4; Frankfurt;0;1; Freiburg
Saison 11; Spieltag 4; Bayern;0;0; 1. FC Koeln
Saison 11; Spieltag 4; Kaiserslautern;2;2; Hoffenheim
Saison 11; Spieltag 4; Wolfsburg;2;0; Hannover
Saison 11; Spieltag 4; VfB Stuttgart;7;0; Gladbach
Saison 11; Spieltag 4; Bremen;0;2; Mainz
Saison 11; Spieltag 4; Leverkusen;0;0; Nuernberg
Saison 11; Spieltag 4; Schalke;1;3; Dortmund
Saison 11; Spieltag 4; Pauli;1;1; Hamburg
Saison 11; Spieltag 5; Hannover;4;1; Bremen
Saison 11; Spieltag 5; Mainz;2;0; 1. FC Koeln
Saison 11; Spieltag 5; Hoffenheim;1;2; Bayern
Saison 11; Spieltag 5; Nuernberg;2;1; VfB Stuttgart
Saison 11; Spieltag 5; Freiburg;1;2; Schalke
Saison 11; Spieltag 5; Gladbach;1;2; Pauli
Saison 11; Spieltag 5; Hamburg;1;3; Wolfsburg
Saison 11; Spieltag 5; Dortmund;5;0; Kaiserslautern
Saison 11; Spieltag 5; Leverkusen;2;1; Frankfurt
Saison 11; Spieltag 6; 1. FC Koeln;1;1; Hoffenheim
Saison 11; Spieltag 6; Schalke;2;2; Gladbach
Saison 11; Spieltag 6; Bayern;1;2; Mainz
Saison 11; Spieltag 6; VfB Stuttgart;1;4; Leverkusen
Saison 11; Spieltag 6; Pauli;1;3; Dortmund
Saison 11; Spieltag 6; Frankfurt;2;0; Nuernberg
Saison 11; Spieltag 6; Bremen;3;2; Hamburg
Saison 11; Spieltag 6; Kaiserslautern;0;1; Hannover
Saison 11; Spieltag 6; Wolfsburg;2;1; Freiburg
Saison 11; Spieltag 7; Hannover;0;1; Pauli
Saison 11; Spieltag 7; Nuernberg;2;1; Schalke
Saison 11; Spieltag 7; Freiburg;3;2; 1. FC Koeln
Saison 11; Spieltag 7; Gladbach;1;1; Wolfsburg
Saison 11; Spieltag 7; Mainz;4;2; Hoffenheim
Saison 11; Spieltag 7; Hamburg;2;1; Kaiserslautern
Saison 11; Spieltag 7; VfB Stuttgart;1;2; Frankfurt
Saison 11; Spieltag 7; Dortmund;2;0; Bayern
Saison 11; Spieltag 7; Leverkusen;2;2; Bremen
Saison 11; Spieltag 8; 1. FC Koeln;1;2; Dortmund
Saison 11; Spieltag 8; Pauli;3;2; Nuernberg
Saison 11; Spieltag 8; Mainz;0;1; Hamburg
Saison 11; Spieltag 8; Wolfsburg;2;3; Leverkusen
Saison 11; Spieltag 8; Bremen;2;1; Freiburg
Saison 11; Spieltag 8; Schalke;2;2; VfB Stuttgart
Saison 11; Spieltag 8; Bayern;3;0; Hannover
Saison 11; Spieltag 8; Hoffenheim;3;2; Gladbach
Saison 11; Spieltag 8; Kaiserslautern;0;3; Frankfurt
Saison 11; Spieltag 9; Hamburg;0;0; Bayern
Saison 11; Spieltag 9; Nuernberg;2;1; Wolfsburg
Saison 11; Spieltag 9; Hannover;2;1; 1. FC Koeln
Saison 11; Spieltag 9; Frankfurt;0;0; Schalke
Saison 11; Spieltag 9; Gladbach;1;4; Bremen
Saison 11; Spieltag 9; Freiburg;2;1; Kaiserslautern
Saison 11; Spieltag 9; Dortmund;2;1; Hoffenheim
Saison 11; Spieltag 9; VfB Stuttgart;2;3; Mainz
Saison 11; Spieltag 9; Leverkusen;3;0; Pauli
Saison 11; Spieltag 10; Bayern;4;2; Freiburg
Saison 11; Spieltag 10; Bremen;2;3; Nuernberg
Saison 11; Spieltag 10; Schalke;0;1; Leverkusen
Saison 11; Spieltag 10; Wolfsburg;2;0; VfB Stuttgart
Saison 11; Spieltag 10; Pauli;1;3; Frankfurt
Saison 11; Spieltag 10; Kaiserslautern;3;0; Gladbach
Saison 11; Spieltag 10; 1. FC Koeln;3;2; Hamburg
Saison 11; Spieltag 10; Hoffenheim;4;0; Hannover
Saison 11; Spieltag 10; Mainz;0;2; Dortmund
Saison 11; Spieltag 11; Schalke;3;0; Pauli
Saison 11; Spieltag 11; Nuernberg;3;1; 1. FC Koeln
Saison 11; Spieltag 11; Hamburg;2;1; Hoffenheim
Saison 11; Spieltag 11; Frankfurt;3;1; Wolfsburg
Saison 11; Spieltag 11; Gladbach;3;3; Bayern
Saison 11; Spieltag 11; Freiburg;1;0; Mainz
Saison 11; Spieltag 11; Hannover;0;4; Dortmund
Saison 11; Spieltag 11; VfB Stuttgart;6;0; Bremen
Saison 11; Spieltag 11; Leverkusen;3;1; Kaiserslautern
Saison 11; Spieltag 12; Dortmund;2;0; Hamburg
Saison 11; Spieltag 12; Pauli;0;1; Leverkusen
Saison 11; Spieltag 12; Bremen;0;0; Frankfurt
Saison 11; Spieltag 12; Wolfsburg;2;2; Schalke
Saison 11; Spieltag 12; Mainz;0;1; Hannover
Saison 11; Spieltag 12; Kaiserslautern;3;3; VfB Stuttgart
Saison 11; Spieltag 12; 1. FC Koeln;0;4; Gladbach
Saison 11; Spieltag 12; Hoffenheim;0;1; Freiburg
Saison 11; Spieltag 12; Bayern;3;0; Nuernberg
Saison 11; Spieltag 13; Hannover;3;2; Hamburg
Saison 11; Spieltag 13; Nuernberg;1;3; Kaiserslautern
Saison 11; Spieltag 13; Freiburg;1;2; Dortmund
Saison 11; Spieltag 13; Gladbach;2;3; Mainz
Saison 11; Spieltag 13; Frankfurt;0;4; Hoffenheim
Saison 11; Spieltag 13; Leverkusen;1;1; Bayern
Saison 11; Spieltag 13; Schalke;4;0; Bremen
Saison 11; Spieltag 13; VfB Stuttgart;0;1; 1. FC Koeln
Saison 11; Spieltag 13; Pauli;1;1; Wolfsburg
Saison 11; Spieltag 14; Mainz;3;0; Nuernberg
Saison 11; Spieltag 14; Hannover;3;0; Freiburg
Saison 11; Spieltag 14; Dortmund;4;1; Gladbach
Saison 11; Spieltag 14; Hamburg;4;2; VfB Stuttgart
Saison 11; Spieltag 14; Bayern;4;1; Frankfurt
Saison 11; Spieltag 14; Hoffenheim;2;2; Leverkusen
Saison 11; Spieltag 14; Kaiserslautern;5;0; Schalke
Saison 11; Spieltag 14; Bremen;3;0; Pauli
Saison 11; Spieltag 14; 1. FC Koeln;1;1; Wolfsburg
Saison 11; Spieltag 15; Pauli;1;0; Kaiserslautern
Saison 11; Spieltag 15; Freiburg;1;0; Hamburg
Saison 11; Spieltag 15; Gladbach;1;2; Hannover
Saison 11; Spieltag 15; Frankfurt;2;1; Mainz
Saison 11; Spieltag 15; Wolfsburg;0;0; Bremen
Saison 11; Spieltag 15; VfB Stuttgart;1;1; Hoffenheim
Saison 11; Spieltag 15; Schalke;2;0; Bayern
Saison 11; Spieltag 15; Leverkusen;3;2; 1. FC Koeln
Saison 11; Spieltag 15; Nuernberg;0;2; Dortmund
Saison 11; Spieltag 16; Hannover;2;1; VfB Stuttgart
Saison 11; Spieltag 16; Kaiserslautern;0;0; Wolfsburg
Saison 11; Spieltag 16; 1. FC Koeln;1;0; Frankfurt
Saison 11; Spieltag 16; Hoffenheim;1;1; Nuernberg
Saison 11; Spieltag 16; Hamburg;2;4; Leverkusen
Saison 11; Spieltag 16; Dortmund;2;0; Bremen
Saison 11; Spieltag 16; Bayern;3;0; Pauli
Saison 11; Spieltag 16; Mainz;0;1; Schalke
Saison 11; Spieltag 16; Freiburg;3;0; Gladbach
Saison 11; Spieltag 17; Gladbach;1;2; Hamburg
Saison 11; Spieltag 17; Nuernberg;3;1; Hannover
Saison 11; Spieltag 17; Frankfurt;1;0; Dortmund
Saison 11; Spieltag 17; Wolfsburg;2;2; Hoffenheim
Saison 11; Spieltag 17; Bremen;1;2; Kaiserslautern
Saison 11; Spieltag 17; Schalke;3;0; 1. FC Koeln
Saison 11; Spieltag 17; Pauli;2;4; Mainz
Saison 11; Spieltag 17; VfB Stuttgart;3;5; Bayern
Saison 11; Spieltag 17; Leverkusen;2;2; Freiburg
Saison 11; Spieltag 18; Leverkusen;1;3; Dortmund
Saison 11; Spieltag 18; Bremen;2;1; Hoffenheim
Saison 11; Spieltag 18; Nuernberg;0;1; Gladbach
Saison 11; Spieltag 18; Pauli;2;2; Freiburg
Saison 11; Spieltag 18; Wolfsburg;1;1; Bayern
Saison 11; Spieltag 18; VfB Stuttgart;1;0; Mainz
Saison 11; Spieltag 18; 1. FC Koeln;3;0; Kaiserslautern
Saison 11; Spieltag 18; Frankfurt;0;1; Hannover
Saison 11; Spieltag 18; Hamburg;1;0; Schalke
Saison 11; Spieltag 19; Gladbach;1;3; Leverkusen
Saison 11; Spieltag 19; Hoffenheim;2;2; Pauli
Saison 11; Spieltag 19; Freiburg;1;0; Nuernberg
Saison 11; Spieltag 19; Hannover;1;0; Schalke
Saison 11; Spieltag 19; Mainz;1;0; Wolfsburg
Saison 11; Spieltag 19; Dortmund;3;1; VfB Stuttgart
Saison 11; Spieltag 19; Kaiserslautern;1;1; 1. FC Koeln
Saison 11; Spieltag 19; Bayern;5;1; Hamburg
Saison 11; Spieltag 19; Frankfurt;0;2; Bremen
Saison 11; Spieltag 20; Leverkusen;2;0; Hannover
Saison 11; Spieltag 20; Pauli;3;0; 1. FC Koeln
Saison 11; Spieltag 20; Kaiserslautern;0;1; Mainz
Saison 11; Spieltag 20; Nuernberg;2;0; Hamburg
